"region","party","Year=2002"
"0604 Aneby","Folkpartiet",7.4
"0604 Aneby","Kristdemokraterna",28.3
"0604 Aneby","Miljöpartiet",2.9
"0604 Aneby","Socialdemokraterna",34.4
"0604 Aneby","Vänsterpartiet",4.3
"0604 Aneby","Sverigedemokraterna",0.6
"0604 Aneby","övriga partier",1.4
"0604 Aneby","ogiltiga valsedlar",..
"0604 Aneby","ej röstande",..
"0617 Gnosjö","Moderaterna",12.9
"0617 Gnosjö","Centerpartiet",6.6
"0617 Gnosjö","Folkpartiet",7.5
"0617 Gnosjö","Kristdemokraterna",30.6
"0617 Gnosjö","Miljöpartiet",1.9
"0617 Gnosjö","Socialdemokraterna",34.4
"0617 Gnosjö","Vänsterpartiet",3.6
"0617 Gnosjö","Sverigedemokraterna",1.5
"0617 Gnosjö","övriga partier",0.9
"0617 Gnosjö","ogiltiga valsedlar",..
"0617 Gnosjö","ej röstande",..
"0642 Mullsjö","Moderaterna",12.0
"0642 Mullsjö","Centerpartiet",5.3
"0642 Mullsjö","Folkpartiet",8.0
"0642 Mullsjö","Kristdemokraterna",25.6
"0642 Mullsjö","Miljöpartiet",4.3
"0642 Mullsjö","Socialdemokraterna",35.3
"0642 Mullsjö","Vänsterpartiet",7.0
"0642 Mullsjö","Sverigedemokraterna",0.8
"0642 Mullsjö","övriga partier",1.6
"0642 Mullsjö","ogiltiga valsedlar",..
"0642 Mullsjö","ej röstande",..
"0643 Habo","Moderaterna",14.9
"0643 Habo","Centerpartiet",6.1
"0643 Habo","Folkpartiet",9.4
"0643 Habo","Kristdemokraterna",23.7
"0643 Habo","Miljöpartiet",2.9
"0643 Habo","Socialdemokraterna",36.0
"0643 Habo","Vänsterpartiet",5.1
"0643 Habo","Sverigedemokraterna",0.4
"0643 Habo","övriga partier",1.6
"0643 Habo","ogiltiga valsedlar",..
"0643 Habo","ej röstande",..
"0662 Gislaved","Moderaterna",14.1
"0662 Gislaved","Centerpartiet",10.6
"0662 Gislaved","Folkpartiet",8.9
"0662 Gislaved","Kristdemokraterna",14.7
"0662 Gislaved","Miljöpartiet",2.7
"0662 Gislaved","Socialdemokraterna",41.4
"0662 Gislaved","Vänsterpartiet",4.7
"0662 Gislaved","Sverigedemokraterna",1.5
"0662 Gislaved","övriga partier",1.3
"0662 Gislaved","ogiltiga valsedlar",..
"0662 Gislaved","ej röstande",..
"0665 Vaggeryd","Moderaterna",10.7
"0665 Vaggeryd","Centerpartiet",7.4
"0665 Vaggeryd","Folkpartiet",6.6
"0665 Vaggeryd","Kristdemokraterna",24.8
"0665 Vaggeryd","Miljöpartiet",2.6
"0665 Vaggeryd","Socialdemokraterna",40.5
"0665 Vaggeryd","Vänsterpartiet",5.0
"0665 Vaggeryd","Sverigedemokraterna",1.0
"0665 Vaggeryd","övriga partier",1.3
"0665 Vaggeryd","ogiltiga valsedlar",..
"0665 Vaggeryd","ej röstande",..
"0680 Jönköping","Moderaterna",13.2
"0680 Jönköping","Centerpartiet",4.1
"0680 Jönköping","Folkpartiet",10.7
"0680 Jönköping","Kristdemokraterna",19.9
"0680 Jönköping","Miljöpartiet",3.6
"0680 Jönköping","Socialdemokraterna",39.7
"0680 Jönköping","Vänsterpartiet",6.5
"0680 Jönköping","Sverigedemokraterna",1.0
"0680 Jönköping","övriga partier",1.3
"0680 Jönköping","ogiltiga valsedlar",..
"0680 Jönköping","ej röstande",..
"0682 Nässjö","Moderaterna",11.5
"0682 Nässjö","Centerpartiet",7.4
"0682 Nässjö","Folkpartiet",7.1
"0682 Nässjö","Kristdemokraterna",17.7
"0682 Nässjö","Miljöpartiet",3.3
"0682 Nässjö","Socialdemokraterna",43.5
"0682 Nässjö","Vänsterpartiet",7.3
"0682 Nässjö","Sverigedemokraterna",0.9
"0682 Nässjö","övriga partier",1.2
"0682 Nässjö","ogiltiga valsedlar",..
"0682 Nässjö","ej röstande",..
"0683 Värnamo","Moderaterna",12.3
"0683 Värnamo","Centerpartiet",8.8
"0683 Värnamo","Folkpartiet",8.8
"0683 Värnamo","Kristdemokraterna",20.9
"0683 Värnamo","Miljöpartiet",2.7
"0683 Värnamo","Socialdemokraterna",40.1
"0683 Värnamo","Vänsterpartiet",4.0
"0683 Värnamo","Sverigedemokraterna",1.3
"0683 Värnamo","övriga partier",1.0
"0683 Värnamo","ogiltiga valsedlar",..
"0683 Värnamo","ej röstande",..
"0684 Sävsjö","Moderaterna",12.9
"0684 Sävsjö","Centerpartiet",13.6
"0684 Sävsjö","Folkpartiet",6.0
"0684 Sävsjö","Kristdemokraterna",25.6
"0684 Sävsjö","Miljöpartiet",2.2
"0684 Sävsjö","Socialdemokraterna",32.6
"0684 Sävsjö","Vänsterpartiet",4.5
"0684 Sävsjö","Sverigedemokraterna",1.4
"0684 Sävsjö","övriga partier",1.3
"0684 Sävsjö","ogiltiga valsedlar",..
"0684 Sävsjö","ej röstande",..
"0685 Vetlanda","Moderaterna",11.2
"0685 Vetlanda","Centerpartiet",12.2
"0685 Vetlanda","Folkpartiet",8.1
"0685 Vetlanda","Kristdemokraterna",19.7
"0685 Vetlanda","Miljöpartiet",3.0
"0685 Vetlanda","Socialdemokraterna",38.2
"0685 Vetlanda","Vänsterpartiet",5.8
"0685 Vetlanda","Sverigedemokraterna",0.8
"0685 Vetlanda","övriga partier",1.0
"0685 Vetlanda","ogiltiga valsedlar",..
"0685 Vetlanda","ej röstande",..
"0686 Eksjö","Moderaterna",13.2
"0686 Eksjö","Centerpartiet",11.3
"0686 Eksjö","Folkpartiet",9.0
"0686 Eksjö","Kristdemokraterna",19.4
"0686 Eksjö","Miljöpartiet",3.6
"0686 Eksjö","Socialdemokraterna",37.1
"0686 Eksjö","Vänsterpartiet",4.9
"0686 Eksjö","Sverigedemokraterna",0.8
"0686 Eksjö","övriga partier",0.8
"0686 Eksjö","ogiltiga valsedlar",..
"0686 Eksjö","ej röstande",..
"0687 Tranås","Moderaterna",13.0
"0687 Tranås","Centerpartiet",5.6
"0687 Tranås","Folkpartiet",8.5
"0687 Tranås","Kristdemokraterna",17.8
"0687 Tranås","Miljöpartiet",3.5
"0687 Tranås","Socialdemokraterna",43.8
"0687 Tranås","Vänsterpartiet",6.2
"0687 Tranås","Sverigedemokraterna",0.4
"0687 Tranås","övriga partier",1.3
"0687 Tranås","ogiltiga valsedlar",..
"0687 Tranås","ej röstande",..
"0760 Uppvidinge","Moderaterna",10.6
"0760 Uppvidinge","Centerpartiet",15.9
"0760 Uppvidinge","Folkpartiet",6.8
"0760 Uppvidinge","Kristdemokraterna",9.0
"0760 Uppvidinge","Miljöpartiet",2.7
"0760 Uppvidinge","Socialdemokraterna",43.4
"0760 Uppvidinge","Vänsterpartiet",8.9
"0760 Uppvidinge","Sverigedemokraterna",2.4
"0760 Uppvidinge","övriga partier",0.3
"0760 Uppvidinge","ogiltiga valsedlar",..
"0760 Uppvidinge","ej röstande",..
"0761 Lessebo","Moderaterna",10.1
"0761 Lessebo","Centerpartiet",8.1
"0761 Lessebo","Folkpartiet",7.5
"0761 Lessebo","Kristdemokraterna",6.5
"0761 Lessebo","Miljöpartiet",3.6
"0761 Lessebo","Socialdemokraterna",53.2
"0761 Lessebo","Vänsterpartiet",9.4
"0761 Lessebo","Sverigedemokraterna",1.2
"0761 Lessebo","övriga partier",0.4
"0761 Lessebo","ogiltiga valsedlar",..
"0761 Lessebo","ej röstande",..
"0763 Tingsryd","Moderaterna",14.9
"0763 Tingsryd","Centerpartiet",17.7
"0763 Tingsryd","Folkpartiet",6.2
"0763 Tingsryd","Kristdemokraterna",11.9
"0763 Tingsryd","Miljöpartiet",3.3
"0763 Tingsryd","Socialdemokraterna",36.5
"0763 Tingsryd","Vänsterpartiet",6.0
"0763 Tingsryd","Sverigedemokraterna",2.2
"0763 Tingsryd","övriga partier",1.2
"0763 Tingsryd","ogiltiga valsedlar",..
"0763 Tingsryd","ej röstande",..
"0764 Alvesta","Moderaterna",13.0
"0764 Alvesta","Centerpartiet",13.6
"0764 Alvesta","Folkpartiet",8.8
"0764 Alvesta","Kristdemokraterna",11.2
"0764 Alvesta","Miljöpartiet",3.3
"0764 Alvesta","Socialdemokraterna",40.2
"0764 Alvesta","Vänsterpartiet",7.2
"0764 Alvesta","Sverigedemokraterna",2.2
"0764 Alvesta","övriga partier",0.7
"0764 Alvesta","ogiltiga valsedlar",..
"0764 Alvesta","ej röstande",..
"0765 Älmhult","Moderaterna",14.8
"0765 Älmhult","Centerpartiet",11.4
"0765 Älmhult","Folkpartiet",8.7
"0765 Älmhult","Kristdemokraterna",10.7
"0765 Älmhult","Miljöpartiet",3.3
"0765 Älmhult","Socialdemokraterna",44.5
"0765 Älmhult","Vänsterpartiet",4.7
"0765 Älmhult","Sverigedemokraterna",1.3
"0765 Älmhult","övriga partier",0.5
"0765 Älmhult","ogiltiga valsedlar",..
"0765 Älmhult","ej röstande",..
"0767 Markaryd","Moderaterna",11.8
"0767 Markaryd","Centerpartiet",10.0
"0767 Markaryd","Folkpartiet",6.6
"0767 Markaryd","Kristdemokraterna",16.1
"0767 Markaryd","Miljöpartiet",2.6
"0767 Markaryd","Socialdemokraterna",44.2
"0767 Markaryd","Vänsterpartiet",5.0
"0767 Markaryd","Sverigedemokraterna",3.0
"0767 Markaryd","övriga partier",0.8
"0767 Markaryd","ogiltiga valsedlar",..
"0767 Markaryd","ej röstande",..
"0780 Växjö","Moderaterna",15.9
"0780 Växjö","Centerpartiet",7.6
"0780 Växjö","Folkpartiet",12.3
"0780 Växjö","Kristdemokraterna",10.0
"0780 Växjö","Miljöpartiet",4.9
"0780 Växjö","Socialdemokraterna",38.8
"0780 Växjö","Vänsterpartiet",8.2
"0780 Växjö","Sverigedemokraterna",1.5
"0780 Växjö","övriga partier",0.8
"0780 Växjö","ogiltiga valsedlar",..
"0780 Växjö","ej röstande",..
"0781 Ljungby","Moderaterna",12.2
"0781 Ljungby","Centerpartiet",14.4
"0781 Ljungby","Folkpartiet",8.5
"0781 Ljungby","Kristdemokraterna",12.9
"0781 Ljungby","Miljöpartiet",3.9
"0781 Ljungby","Socialdemokraterna",39.5
"0781 Ljungby","Vänsterpartiet",6.5
"0781 Ljungby","Sverigedemokraterna",1.2
"0781 Ljungby","övriga partier",0.9
"0781 Ljungby","ogiltiga valsedlar",..
"0781 Ljungby","ej röstande",..
"0821 Högsby","Moderaterna",9.6
"0821 Högsby","Centerpartiet",12.8
"0821 Högsby","Folkpartiet",5.3
"0821 Högsby","Kristdemokraterna",14.3
"0821 Högsby","Miljöpartiet",2.3
"0821 Högsby","Socialdemokraterna",46.1
"0821 Högsby","Vänsterpartiet",8.2
"0821 Högsby","Sverigedemokraterna",0.8
"0821 Högsby","övriga partier",0.5
"0821 Högsby","ogiltiga valsedlar",..
"0821 Högsby","ej röstande",..
"0834 Torsås","Moderaterna",13.1
"0834 Torsås","Centerpartiet",19.2
"0834 Torsås","Folkpartiet",6.5
"0834 Torsås","Kristdemokraterna",12.9
"0834 Torsås","Miljöpartiet",3.5
"0834 Torsås","Socialdemokraterna",39.1
"0834 Torsås","Vänsterpartiet",4.5
"0834 Torsås","Sverigedemokraterna",0.6
"0834 Torsås","övriga partier",0.6
"0834 Torsås","ogiltiga valsedlar",..
"0834 Torsås","ej röstande",..
"0840 Mörbylånga","Moderaterna",15.3
"0840 Mörbylånga","Centerpartiet",13.2
"0840 Mörbylånga","Folkpartiet",10.5
"0840 Mörbylånga","Kristdemokraterna",12.0
"0840 Mörbylånga","Miljöpartiet",3.9
"0840 Mörbylånga","Socialdemokraterna",37.7
"0840 Mörbylånga","Vänsterpartiet",6.4
"0840 Mörbylånga","Sverigedemokraterna",0.6
"0840 Mörbylånga","övriga partier",0.5
"0840 Mörbylånga","ogiltiga valsedlar",..
"0840 Mörbylånga","ej röstande",..
"0860 Hultsfred","Moderaterna",9.1
"0860 Hultsfred","Centerpartiet",14.1
"0860 Hultsfred","Folkpartiet",5.4
"0860 Hultsfred","Kristdemokraterna",12.3
"0860 Hultsfred","Miljöpartiet",2.3
"0860 Hultsfred","Socialdemokraterna",46.2
"0860 Hultsfred","Vänsterpartiet",8.2
"0860 Hultsfred","Sverigedemokraterna",1.8
"0860 Hultsfred","övriga partier",0.5
"0860 Hultsfred","ogiltiga valsedlar",..
"0860 Hultsfred","ej röstande",..
"0861 Mönsterås","Moderaterna",10.4
"0861 Mönsterås","Centerpartiet",11.5
"0861 Mönsterås","Folkpartiet",7.0
"0861 Mönsterås","Kristdemokraterna",10.2
"0861 Mönsterås","Miljöpartiet",2.9
"0861 Mönsterås","Socialdemokraterna",47.8
"0861 Mönsterås","Vänsterpartiet",7.9
"0861 Mönsterås","Sverigedemokraterna",0.9
"0861 Mönsterås","övriga partier",1.4
"0861 Mönsterås","ogiltiga valsedlar",..
"0861 Mönsterås","ej röstande",..
"0862 Emmaboda","Moderaterna",9.8
"0862 Emmaboda","Centerpartiet",13.3
"0862 Emmaboda","Folkpartiet",5.5
"0862 Emmaboda","Kristdemokraterna",9.9
"0862 Emmaboda","Miljöpartiet",3.3
"0862 Emmaboda","Socialdemokraterna",50.4
"0862 Emmaboda","Vänsterpartiet",5.8
"0862 Emmaboda","Sverigedemokraterna",0.8
"0862 Emmaboda","övriga partier",1.3
"0862 Emmaboda","ogiltiga valsedlar",..
"0862 Emmaboda","ej röstande",..
"0880 Kalmar","Moderaterna",15.4
"0880 Kalmar","Centerpartiet",6.1
"0880 Kalmar","Folkpartiet",11.4
"0880 Kalmar","Kristdemokraterna",9.9
"0880 Kalmar","Miljöpartiet",4.7
"0880 Kalmar","Socialdemokraterna",42.9
"0880 Kalmar","Vänsterpartiet",7.1
"0880 Kalmar","Sverigedemokraterna",0.7
"0880 Kalmar","övriga partier",1.8
"0880 Kalmar","ogiltiga valsedlar",..
"0880 Kalmar","ej röstande",..
"0881 Nybro","Moderaterna",10.8
"0881 Nybro","Centerpartiet",11.6
"0881 Nybro","Folkpartiet",7.0
"0881 Nybro","Kristdemokraterna",11.0
"0881 Nybro","Miljöpartiet",2.3
"0881 Nybro","Socialdemokraterna",46.8
"0881 Nybro","Vänsterpartiet",7.6
"0881 Nybro","Sverigedemokraterna",0.5
"0881 Nybro","övriga partier",2.6
"0881 Nybro","ogiltiga valsedlar",..
"0881 Nybro","ej röstande",..
"0882 Oskarshamn","Moderaterna",12.5
"0882 Oskarshamn","Centerpartiet",5.2
"0882 Oskarshamn","Folkpartiet",8.3
"0882 Oskarshamn","Kristdemokraterna",13.7
"0882 Oskarshamn","Miljöpartiet",3.0
"0882 Oskarshamn","Socialdemokraterna",47.7
"0882 Oskarshamn","Vänsterpartiet",8.1
"0882 Oskarshamn","Sverigedemokraterna",1.0
"0882 Oskarshamn","övriga partier",0.5
"0882 Oskarshamn","ogiltiga valsedlar",..
"0882 Oskarshamn","ej röstande",..
"0883 Västervik","Moderaterna",11.6
"0883 Västervik","Centerpartiet",9.7
"0883 Västervik","Folkpartiet",10.9
"0883 Västervik","Kristdemokraterna",9.0
"0883 Västervik","Miljöpartiet",3.9
"0883 Västervik","Socialdemokraterna",45.0
"0883 Västervik","Vänsterpartiet",8.5
"0883 Västervik","Sverigedemokraterna",0.8
"0883 Västervik","övriga partier",0.5
"0883 Västervik","ogiltiga valsedlar",..
"0883 Västervik","ej röstande",..
"0884 Vimmerby","Moderaterna",11.0
"0884 Vimmerby","Centerpartiet",18.3
"0884 Vimmerby","Folkpartiet",6.4
"0884 Vimmerby","Kristdemokraterna",12.7
"0884 Vimmerby","Miljöpartiet",3.2
"0884 Vimmerby","Socialdemokraterna",41.2
"0884 Vimmerby","Vänsterpartiet",6.1
"0884 Vimmerby","Sverigedemokraterna",0.8
"0884 Vimmerby","övriga partier",0.4
"0884 Vimmerby","ogiltiga valsedlar",..
"0884 Vimmerby","ej röstande",..
"0885 Borgholm","Moderaterna",16.0
"0885 Borgholm","Centerpartiet",21.3
"0885 Borgholm","Folkpartiet",8.7
"0885 Borgholm","Kristdemokraterna",14.5
"0885 Borgholm","Miljöpartiet",4.0
"0885 Borgholm","Socialdemokraterna",28.6
"0885 Borgholm","Vänsterpartiet",5.7
"0885 Borgholm","Sverigedemokraterna",0.5
"0885 Borgholm","övriga partier",0.8
"0885 Borgholm","ogiltiga valsedlar",..
"0885 Borgholm","ej röstande",..
"0980 Gotland","Moderaterna",14.0
"0980 Gotland","Centerpartiet",15.6
"0980 Gotland","Folkpartiet",7.9
"0980 Gotland","Kristdemokraterna",6.5
"0980 Gotland","Miljöpartiet",5.5
"0980 Gotland","Socialdemokraterna",40.8
"0980 Gotland","Vänsterpartiet",8.5
"0980 Gotland","Sverigedemokraterna",0.6
"0980 Gotland","övriga partier",0.5
"0980 Gotland","ogiltiga valsedlar",..
"0980 Gotland","ej röstande",..
"1060 Olofström","Moderaterna",8.2
"1060 Olofström","Centerpartiet",6.3
"1060 Olofström","Folkpartiet",9.4
"1060 Olofström","Kristdemokraterna",9.0
"1060 Olofström","Miljöpartiet",2.8
"1060 Olofström","Socialdemokraterna",51.9
"1060 Olofström","Vänsterpartiet",8.7
"1060 Olofström","Sverigedemokraterna",3.2
"1060 Olofström","övriga partier",0.4
"1060 Olofström","ogiltiga valsedlar",..
"1060 Olofström","ej röstande",..
"1080 Karlskrona","Moderaterna",13.8
"1080 Karlskrona","Centerpartiet",6.1
"1080 Karlskrona","Folkpartiet",12.4
"1080 Karlskrona","Kristdemokraterna",9.9
"1080 Karlskrona","Miljöpartiet",4.0
"1080 Karlskrona","Socialdemokraterna",43.7
"1080 Karlskrona","Vänsterpartiet",7.2
"1080 Karlskrona","Sverigedemokraterna",2.6
"1080 Karlskrona","övriga partier",0.3
"1080 Karlskrona","ogiltiga valsedlar",..
"1080 Karlskrona","ej röstande",..
"1081 Ronneby","Moderaterna",12.7
"1081 Ronneby","Centerpartiet",7.3
"1081 Ronneby","Folkpartiet",10.6
"1081 Ronneby","Kristdemokraterna",7.8
"1081 Ronneby","Miljöpartiet",3.8
"1081 Ronneby","Socialdemokraterna",45.6
"1081 Ronneby","Vänsterpartiet",9.0
"1081 Ronneby","Sverigedemokraterna",3.0
"1081 Ronneby","övriga partier",0.2
"1081 Ronneby","ogiltiga valsedlar",..
"1081 Ronneby","ej röstande",..
"1082 Karlshamn","Moderaterna",11.6
"1082 Karlshamn","Centerpartiet",5.4
"1082 Karlshamn","Folkpartiet",10.3
"1082 Karlshamn","Kristdemokraterna",7.5
"1082 Karlshamn","Miljöpartiet",4.6
"1082 Karlshamn","Socialdemokraterna",47.4
"1082 Karlshamn","Vänsterpartiet",10.3
"1082 Karlshamn","Sverigedemokraterna",2.7
"1082 Karlshamn","övriga partier",0.2
"1082 Karlshamn","ogiltiga valsedlar",..
"1082 Karlshamn","ej röstande",..
"1083 Sölvesborg","Moderaterna",18.6
"1083 Sölvesborg","Centerpartiet",5.1
"1083 Sölvesborg","Folkpartiet",9.4
"1083 Sölvesborg","Kristdemokraterna",8.7
"1083 Sölvesborg","Miljöpartiet",3.0
"1083 Sölvesborg","Socialdemokraterna",45.1
"1083 Sölvesborg","Vänsterpartiet",7.1
"1083 Sölvesborg","Sverigedemokraterna",2.7
"1083 Sölvesborg","övriga partier",0.4
"1083 Sölvesborg","ogiltiga valsedlar",..
"1083 Sölvesborg","ej röstande",..
"1214 Svalöv","Moderaterna",15.2
"1214 Svalöv","Centerpartiet",12.7
"1214 Svalöv","Folkpartiet",9.6
"1214 Svalöv","Kristdemokraterna",7.3
"1214 Svalöv","Miljöpartiet",2.8
"1214 Svalöv","Socialdemokraterna",41.0
"1214 Svalöv","Vänsterpartiet",4.1
"1214 Svalöv","Sverigedemokraterna",4.9
"1214 Svalöv","övriga partier",2.3
"1214 Svalöv","ogiltiga valsedlar",..
"1214 Svalöv","ej röstande",..
"1229 Bara","Moderaterna",..
"1229 Bara","Centerpartiet",..
"1229 Bara","Folkpartiet",..
"1229 Bara","Kristdemokraterna",..
"1229 Bara","Miljöpartiet",..
"1229 Bara","Socialdemokraterna",..
"1229 Bara","Vänsterpartiet",..
"1229 Bara","Sverigedemokraterna",..
"1229 Bara","övriga partier",..
"1229 Bara","ogiltiga valsedlar",..
"1229 Bara","ej röstande",..
"1230 Staffanstorp","Moderaterna",20.7
"1230 Staffanstorp","Centerpartiet",3.9
"1230 Staffanstorp","Folkpartiet",14.7
"1230 Staffanstorp","Kristdemokraterna",7.0
"1230 Staffanstorp","Miljöpartiet",2.4
"1230 Staffanstorp","Socialdemokraterna",41.7
"1230 Staffanstorp","Vänsterpartiet",3.3
"1230 Staffanstorp","Sverigedemokraterna",3.6
"1230 Staffanstorp","övriga partier",2.7
"1230 Staffanstorp","ogiltiga valsedlar",..
"1230 Staffanstorp","ej röstande",..
"1231 Burlöv","Moderaterna",14.2
"1231 Burlöv","Centerpartiet",2.3
"1231 Burlöv","Folkpartiet",11.9
"1231 Burlöv","Kristdemokraterna",5.2
"1231 Burlöv","Miljöpartiet",2.7
"1231 Burlöv","Socialdemokraterna",48.2
"1231 Burlöv","Vänsterpartiet",6.3
"1231 Burlöv","Sverigedemokraterna",6.5
"1231 Burlöv","övriga partier",2.6
"1231 Burlöv","ogiltiga valsedlar",..
"1231 Burlöv","ej röstande",..
"1233 Vellinge","Moderaterna",38.6
"1233 Vellinge","Centerpartiet",2.3
"1233 Vellinge","Folkpartiet",18.4
"1233 Vellinge","Kristdemokraterna",7.9
"1233 Vellinge","Miljöpartiet",1.9
"1233 Vellinge","Socialdemokraterna",23.8
"1233 Vellinge","Vänsterpartiet",1.4
"1233 Vellinge","Sverigedemokraterna",3.3
"1233 Vellinge","övriga partier",2.3
"1233 Vellinge","ogiltiga valsedlar",..
"1233 Vellinge","ej röstande",..
"1256 Östra Göinge","Moderaterna",12.5
"1256 Östra Göinge","Centerpartiet",7.0
"1256 Östra Göinge","Folkpartiet",7.8
"1256 Östra Göinge","Kristdemokraterna",9.4
"1256 Östra Göinge","Miljöpartiet",3.4
"1256 Östra Göinge","Socialdemokraterna",49.1
"1256 Östra Göinge","Vänsterpartiet",7.3
"1256 Östra Göinge","Sverigedemokraterna",2.1
"1256 Östra Göinge","övriga partier",1.4
"1256 Östra Göinge","ogiltiga valsedlar",..
"1256 Östra Göinge","ej röstande",..
"1257 Örkelljunga","Moderaterna",17.8
"1257 Örkelljunga","Centerpartiet",7.3
"1257 Örkelljunga","Folkpartiet",10.1
"1257 Örkelljunga","Kristdemokraterna",21.4
"1257 Örkelljunga","Miljöpartiet",2.5
"1257 Örkelljunga","Socialdemokraterna",32.0
"1257 Örkelljunga","Vänsterpartiet",3.7
"1257 Örkelljunga","Sverigedemokraterna",3.0
"1257 Örkelljunga","övriga partier",2.2
"1257 Örkelljunga","ogiltiga valsedlar",..
"1257 Örkelljunga","ej röstande",..
"1260 Bjuv","Moderaterna",12.9
"1260 Bjuv","Centerpartiet",3.7
"1260 Bjuv","Folkpartiet",8.6
"1260 Bjuv","Kristdemokraterna",7.3
"1260 Bjuv","Miljöpartiet",2.2
"1260 Bjuv","Socialdemokraterna",53.3
"1260 Bjuv","Vänsterpartiet",5.9
"1260 Bjuv","Sverigedemokraterna",5.0
"1260 Bjuv","övriga partier",1.2
"1260 Bjuv","ogiltiga valsedlar",..
"1260 Bjuv","ej röstande",..
"1261 Kävlinge","Moderaterna",18.1
"1261 Kävlinge","Centerpartiet",4.3
"1261 Kävlinge","Folkpartiet",13.8
"1261 Kävlinge","Kristdemokraterna",6.4
"1261 Kävlinge","Miljöpartiet",2.6
"1261 Kävlinge","Socialdemokraterna",43.0
"1261 Kävlinge","Vänsterpartiet",4.1
"1261 Kävlinge","Sverigedemokraterna",6.0
"1261 Kävlinge","övriga partier",1.6
"1261 Kävlinge","ogiltiga valsedlar",..
"1261 Kävlinge","ej röstande",..
"1262 Lomma","Moderaterna",26.7
"1262 Lomma","Centerpartiet",2.5
"1262 Lomma","Folkpartiet",19.9
"1262 Lomma","Kristdemokraterna",7.7
"1262 Lomma","Miljöpartiet",3.1
"1262 Lomma","Socialdemokraterna",32.0
"1262 Lomma","Vänsterpartiet",2.6
"1262 Lomma","Sverigedemokraterna",3.4
"1262 Lomma","övriga partier",2.1
"1262 Lomma","ogiltiga valsedlar",..
"1262 Lomma","ej röstande",..
"1263 Svedala","Moderaterna",16.6
"1263 Svedala","Centerpartiet",4.0
"1263 Svedala","Folkpartiet",13.5
"1263 Svedala","Kristdemokraterna",6.9
"1263 Svedala","Miljöpartiet",2.5
"1263 Svedala","Socialdemokraterna",44.5
"1263 Svedala","Vänsterpartiet",3.8
"1263 Svedala","Sverigedemokraterna",6.3
"1263 Svedala","övriga partier",1.9
"1263 Svedala","ogiltiga valsedlar",..
"1263 Svedala","ej röstande",..
"1264 Skurup","Moderaterna",17.6
"1264 Skurup","Centerpartiet",9.5
"1264 Skurup","Folkpartiet",11.2
"1264 Skurup","Kristdemokraterna",7.1
"1264 Skurup","Miljöpartiet",2.6
"1264 Skurup","Socialdemokraterna",39.9
"1264 Skurup","Vänsterpartiet",4.8
"1264 Skurup","Sverigedemokraterna",5.7
"1264 Skurup","övriga partier",1.6
"1264 Skurup","ogiltiga valsedlar",..
"1264 Skurup","ej röstande",..
"1265 Sjöbo","Moderaterna",18.4
"1265 Sjöbo","Centerpartiet",10.8
"1265 Sjöbo","Folkpartiet",9.1
"1265 Sjöbo","Kristdemokraterna",9.3
"1265 Sjöbo","Miljöpartiet",2.8
"1265 Sjöbo","Socialdemokraterna",36.7
"1265 Sjöbo","Vänsterpartiet",4.8
"1265 Sjöbo","Sverigedemokraterna",5.0
"1265 Sjöbo","övriga partier",3.2
"1265 Sjöbo","ogiltiga valsedlar",..
"1265 Sjöbo","ej röstande",..
"1266 Hörby","Moderaterna",14.6
"1266 Hörby","Centerpartiet",14.3
"1266 Hörby","Folkpartiet",11.5
"1266 Hörby","Kristdemokraterna",10.1
"1266 Hörby","Miljöpartiet",3.5
"1266 Hörby","Socialdemokraterna",33.6
"1266 Hörby","Vänsterpartiet",3.6
"1266 Hörby","Sverigedemokraterna",5.6
"1266 Hörby","övriga partier",3.2
"1266 Hörby","ogiltiga valsedlar",..
"1266 Hörby","ej röstande",..
"1267 Höör","Moderaterna",17.0
"1267 Höör","Centerpartiet",7.7
"1267 Höör","Folkpartiet",13.1
"1267 Höör","Kristdemokraterna",9.1
"1267 Höör","Miljöpartiet",4.7
"1267 Höör","Socialdemokraterna",35.4
"1267 Höör","Vänsterpartiet",4.9
"1267 Höör","Sverigedemokraterna",4.4
"1267 Höör","övriga partier",3.6
"1267 Höör","ogiltiga valsedlar",..
"1267 Höör","ej röstande",..
"1270 Tomelilla","Moderaterna",18.4
"1270 Tomelilla","Centerpartiet",12.0
"1270 Tomelilla","Folkpartiet",9.7
"1270 Tomelilla","Kristdemokraterna",8.1
"1270 Tomelilla","Miljöpartiet",3.2
"1270 Tomelilla","Socialdemokraterna",37.4
"1270 Tomelilla","Vänsterpartiet",5.3
"1270 Tomelilla","Sverigedemokraterna",5.0
"1270 Tomelilla","övriga partier",0.9
"1270 Tomelilla","ogiltiga valsedlar",..
"1270 Tomelilla","ej röstande",..
"1272 Bromölla","Moderaterna",9.3
"1272 Bromölla","Centerpartiet",3.8
"1272 Bromölla","Folkpartiet",7.7
"1272 Bromölla","Kristdemokraterna",7.0
"1272 Bromölla","Miljöpartiet",2.9
"1272 Bromölla","Socialdemokraterna",56.4
"1272 Bromölla","Vänsterpartiet",8.7
"1272 Bromölla","Sverigedemokraterna",3.4
"1272 Bromölla","övriga partier",0.7
"1272 Bromölla","ogiltiga valsedlar",..
"1272 Bromölla","ej röstande",..
"1273 Osby","Moderaterna",10.9
"1273 Osby","Centerpartiet",9.1
"1273 Osby","Folkpartiet",8.3
"1273 Osby","Kristdemokraterna",11.4
