"region","party","Year=2010"
"0604 Aneby","Folkpartiet",5.0
"0604 Aneby","Kristdemokraterna",17.7
"0604 Aneby","Miljöpartiet",4.6
"0604 Aneby","Socialdemokraterna",26.6
"0604 Aneby","Vänsterpartiet",3.0
"0604 Aneby","Sverigedemokraterna",7.6
"0604 Aneby","övriga partier",0.6
"0604 Aneby","ogiltiga valsedlar",..
"0604 Aneby","ej röstande",..
"0617 Gnosjö","Moderaterna",25.3
"0617 Gnosjö","Centerpartiet",7.9
"0617 Gnosjö","Folkpartiet",4.8
"0617 Gnosjö","Kristdemokraterna",19.1
"0617 Gnosjö","Miljöpartiet",2.9
"0617 Gnosjö","Socialdemokraterna",29.6
"0617 Gnosjö","Vänsterpartiet",2.7
"0617 Gnosjö","Sverigedemokraterna",7.0
"0617 Gnosjö","övriga partier",0.8
"0617 Gnosjö","ogiltiga valsedlar",..
"0617 Gnosjö","ej röstande",..
"0642 Mullsjö","Moderaterna",25.6
"0642 Mullsjö","Centerpartiet",5.0
"0642 Mullsjö","Folkpartiet",5.2
"0642 Mullsjö","Kristdemokraterna",18.8
"0642 Mullsjö","Miljöpartiet",5.8
"0642 Mullsjö","Socialdemokraterna",27.8
"0642 Mullsjö","Vänsterpartiet",4.8
"0642 Mullsjö","Sverigedemokraterna",6.1
"0642 Mullsjö","övriga partier",0.9
"0642 Mullsjö","ogiltiga valsedlar",..
"0642 Mullsjö","ej röstande",..
"0643 Habo","Moderaterna",30.3
"0643 Habo","Centerpartiet",5.5
"0643 Habo","Folkpartiet",6.0
"0643 Habo","Kristdemokraterna",16.3
"0643 Habo","Miljöpartiet",5.2
"0643 Habo","Socialdemokraterna",27.0
"0643 Habo","Vänsterpartiet",3.1
"0643 Habo","Sverigedemokraterna",6.1
"0643 Habo","övriga partier",0.5
"0643 Habo","ogiltiga valsedlar",..
"0643 Habo","ej röstande",..
"0662 Gislaved","Moderaterna",28.4
"0662 Gislaved","Centerpartiet",9.7
"0662 Gislaved","Folkpartiet",5.3
"0662 Gislaved","Kristdemokraterna",7.6
"0662 Gislaved","Miljöpartiet",3.9
"0662 Gislaved","Socialdemokraterna",34.4
"0662 Gislaved","Vänsterpartiet",2.9
"0662 Gislaved","Sverigedemokraterna",7.2
"0662 Gislaved","övriga partier",0.6
"0662 Gislaved","ogiltiga valsedlar",..
"0662 Gislaved","ej röstande",..
"0665 Vaggeryd","Moderaterna",24.6
"0665 Vaggeryd","Centerpartiet",7.8
"0665 Vaggeryd","Folkpartiet",4.4
"0665 Vaggeryd","Kristdemokraterna",14.8
"0665 Vaggeryd","Miljöpartiet",3.6
"0665 Vaggeryd","Socialdemokraterna",33.3
"0665 Vaggeryd","Vänsterpartiet",3.3
"0665 Vaggeryd","Sverigedemokraterna",7.4
"0665 Vaggeryd","övriga partier",0.7
"0665 Vaggeryd","ogiltiga valsedlar",..
"0665 Vaggeryd","ej röstande",..
"0680 Jönköping","Moderaterna",27.9
"0680 Jönköping","Centerpartiet",5.3
"0680 Jönköping","Folkpartiet",6.3
"0680 Jönköping","Kristdemokraterna",13.5
"0680 Jönköping","Miljöpartiet",6.4
"0680 Jönköping","Socialdemokraterna",29.5
"0680 Jönköping","Vänsterpartiet",4.8
"0680 Jönköping","Sverigedemokraterna",5.5
"0680 Jönköping","övriga partier",0.8
"0680 Jönköping","ogiltiga valsedlar",..
"0680 Jönköping","ej röstande",..
"0682 Nässjö","Moderaterna",24.1
"0682 Nässjö","Centerpartiet",7.0
"0682 Nässjö","Folkpartiet",4.9
"0682 Nässjö","Kristdemokraterna",11.0
"0682 Nässjö","Miljöpartiet",5.2
"0682 Nässjö","Socialdemokraterna",34.4
"0682 Nässjö","Vänsterpartiet",5.0
"0682 Nässjö","Sverigedemokraterna",7.7
"0682 Nässjö","övriga partier",0.7
"0682 Nässjö","ogiltiga valsedlar",..
"0682 Nässjö","ej röstande",..
"0683 Värnamo","Moderaterna",25.1
"0683 Värnamo","Centerpartiet",11.7
"0683 Värnamo","Folkpartiet",4.7
"0683 Värnamo","Kristdemokraterna",12.6
"0683 Värnamo","Miljöpartiet",4.3
"0683 Värnamo","Socialdemokraterna",31.4
"0683 Värnamo","Vänsterpartiet",2.9
"0683 Värnamo","Sverigedemokraterna",6.6
"0683 Värnamo","övriga partier",0.5
"0683 Värnamo","ogiltiga valsedlar",..
"0683 Värnamo","ej röstande",..
"0684 Sävsjö","Moderaterna",25.0
"0684 Sävsjö","Centerpartiet",12.3
"0684 Sävsjö","Folkpartiet",4.4
"0684 Sävsjö","Kristdemokraterna",17.7
"0684 Sävsjö","Miljöpartiet",2.8
"0684 Sävsjö","Socialdemokraterna",25.3
"0684 Sävsjö","Vänsterpartiet",3.0
"0684 Sävsjö","Sverigedemokraterna",9.2
"0684 Sävsjö","övriga partier",0.3
"0684 Sävsjö","ogiltiga valsedlar",..
"0684 Sävsjö","ej röstande",..
"0685 Vetlanda","Moderaterna",25.3
"0685 Vetlanda","Centerpartiet",11.4
"0685 Vetlanda","Folkpartiet",5.5
"0685 Vetlanda","Kristdemokraterna",11.3
"0685 Vetlanda","Miljöpartiet",4.5
"0685 Vetlanda","Socialdemokraterna",30.4
"0685 Vetlanda","Vänsterpartiet",4.3
"0685 Vetlanda","Sverigedemokraterna",6.6
"0685 Vetlanda","övriga partier",0.6
"0685 Vetlanda","ogiltiga valsedlar",..
"0685 Vetlanda","ej röstande",..
"0686 Eksjö","Moderaterna",28.6
"0686 Eksjö","Centerpartiet",11.1
"0686 Eksjö","Folkpartiet",6.0
"0686 Eksjö","Kristdemokraterna",11.2
"0686 Eksjö","Miljöpartiet",5.2
"0686 Eksjö","Socialdemokraterna",27.7
"0686 Eksjö","Vänsterpartiet",3.6
"0686 Eksjö","Sverigedemokraterna",5.8
"0686 Eksjö","övriga partier",0.7
"0686 Eksjö","ogiltiga valsedlar",..
"0686 Eksjö","ej röstande",..
"0687 Tranås","Moderaterna",26.8
"0687 Tranås","Centerpartiet",6.4
"0687 Tranås","Folkpartiet",5.4
"0687 Tranås","Kristdemokraterna",9.6
"0687 Tranås","Miljöpartiet",6.3
"0687 Tranås","Socialdemokraterna",34.8
"0687 Tranås","Vänsterpartiet",3.9
"0687 Tranås","Sverigedemokraterna",6.4
"0687 Tranås","övriga partier",0.5
"0687 Tranås","ogiltiga valsedlar",..
"0687 Tranås","ej röstande",..
"0760 Uppvidinge","Moderaterna",25.6
"0760 Uppvidinge","Centerpartiet",14.3
"0760 Uppvidinge","Folkpartiet",4.0
"0760 Uppvidinge","Kristdemokraterna",5.3
"0760 Uppvidinge","Miljöpartiet",3.7
"0760 Uppvidinge","Socialdemokraterna",32.6
"0760 Uppvidinge","Vänsterpartiet",5.0
"0760 Uppvidinge","Sverigedemokraterna",9.1
"0760 Uppvidinge","övriga partier",0.4
"0760 Uppvidinge","ogiltiga valsedlar",..
"0760 Uppvidinge","ej röstande",..
"0761 Lessebo","Moderaterna",24.1
"0761 Lessebo","Centerpartiet",7.5
"0761 Lessebo","Folkpartiet",4.4
"0761 Lessebo","Kristdemokraterna",3.0
"0761 Lessebo","Miljöpartiet",5.7
"0761 Lessebo","Socialdemokraterna",41.6
"0761 Lessebo","Vänsterpartiet",5.7
"0761 Lessebo","Sverigedemokraterna",7.6
"0761 Lessebo","övriga partier",0.4
"0761 Lessebo","ogiltiga valsedlar",..
"0761 Lessebo","ej röstande",..
"0763 Tingsryd","Moderaterna",30.4
"0763 Tingsryd","Centerpartiet",15.3
"0763 Tingsryd","Folkpartiet",4.0
"0763 Tingsryd","Kristdemokraterna",5.8
"0763 Tingsryd","Miljöpartiet",3.8
"0763 Tingsryd","Socialdemokraterna",29.4
"0763 Tingsryd","Vänsterpartiet",3.5
"0763 Tingsryd","Sverigedemokraterna",7.3
"0763 Tingsryd","övriga partier",0.5
"0763 Tingsryd","ogiltiga valsedlar",..
"0763 Tingsryd","ej röstande",..
"0764 Alvesta","Moderaterna",30.3
"0764 Alvesta","Centerpartiet",11.2
"0764 Alvesta","Folkpartiet",4.7
"0764 Alvesta","Kristdemokraterna",5.4
"0764 Alvesta","Miljöpartiet",4.3
"0764 Alvesta","Socialdemokraterna",31.0
"0764 Alvesta","Vänsterpartiet",4.5
"0764 Alvesta","Sverigedemokraterna",7.8
"0764 Alvesta","övriga partier",0.8
"0764 Alvesta","ogiltiga valsedlar",..
"0764 Alvesta","ej röstande",..
"0765 Älmhult","Moderaterna",29.9
"0765 Älmhult","Centerpartiet",11.0
"0765 Älmhult","Folkpartiet",4.8
"0765 Älmhult","Kristdemokraterna",5.9
"0765 Älmhult","Miljöpartiet",5.5
"0765 Älmhult","Socialdemokraterna",31.5
"0765 Älmhult","Vänsterpartiet",3.3
"0765 Älmhult","Sverigedemokraterna",7.3
"0765 Älmhult","övriga partier",0.9
"0765 Älmhult","ogiltiga valsedlar",..
"0765 Älmhult","ej röstande",..
"0767 Markaryd","Moderaterna",27.4
"0767 Markaryd","Centerpartiet",9.6
"0767 Markaryd","Folkpartiet",3.5
"0767 Markaryd","Kristdemokraterna",10.1
"0767 Markaryd","Miljöpartiet",3.6
"0767 Markaryd","Socialdemokraterna",33.2
"0767 Markaryd","Vänsterpartiet",2.8
"0767 Markaryd","Sverigedemokraterna",9.2
"0767 Markaryd","övriga partier",0.6
"0767 Markaryd","ogiltiga valsedlar",..
"0767 Markaryd","ej röstande",..
"0780 Växjö","Moderaterna",31.6
"0780 Växjö","Centerpartiet",7.5
"0780 Växjö","Folkpartiet",7.1
"0780 Växjö","Kristdemokraterna",5.9
"0780 Växjö","Miljöpartiet",7.7
"0780 Växjö","Socialdemokraterna",28.8
"0780 Växjö","Vänsterpartiet",5.2
"0780 Växjö","Sverigedemokraterna",5.1
"0780 Växjö","övriga partier",1.0
"0780 Växjö","ogiltiga valsedlar",..
"0780 Växjö","ej röstande",..
"0781 Ljungby","Moderaterna",27.9
"0781 Ljungby","Centerpartiet",12.8
"0781 Ljungby","Folkpartiet",5.1
"0781 Ljungby","Kristdemokraterna",7.1
"0781 Ljungby","Miljöpartiet",5.1
"0781 Ljungby","Socialdemokraterna",30.7
"0781 Ljungby","Vänsterpartiet",4.3
"0781 Ljungby","Sverigedemokraterna",6.1
"0781 Ljungby","övriga partier",0.9
"0781 Ljungby","ogiltiga valsedlar",..
"0781 Ljungby","ej röstande",..
"0821 Högsby","Moderaterna",21.3
"0821 Högsby","Centerpartiet",11.3
"0821 Högsby","Folkpartiet",3.4
"0821 Högsby","Kristdemokraterna",6.1
"0821 Högsby","Miljöpartiet",3.7
"0821 Högsby","Socialdemokraterna",41.3
"0821 Högsby","Vänsterpartiet",4.3
"0821 Högsby","Sverigedemokraterna",7.5
"0821 Högsby","övriga partier",1.1
"0821 Högsby","ogiltiga valsedlar",..
"0821 Högsby","ej röstande",..
"0834 Torsås","Moderaterna",25.3
"0834 Torsås","Centerpartiet",14.5
"0834 Torsås","Folkpartiet",3.6
"0834 Torsås","Kristdemokraterna",6.0
"0834 Torsås","Miljöpartiet",4.6
"0834 Torsås","Socialdemokraterna",34.0
"0834 Torsås","Vänsterpartiet",3.8
"0834 Torsås","Sverigedemokraterna",7.2
"0834 Torsås","övriga partier",0.8
"0834 Torsås","ogiltiga valsedlar",..
"0834 Torsås","ej röstande",..
"0840 Mörbylånga","Moderaterna",31.2
"0840 Mörbylånga","Centerpartiet",11.0
"0840 Mörbylånga","Folkpartiet",5.8
"0840 Mörbylånga","Kristdemokraterna",6.5
"0840 Mörbylånga","Miljöpartiet",6.3
"0840 Mörbylånga","Socialdemokraterna",28.1
"0840 Mörbylånga","Vänsterpartiet",4.3
"0840 Mörbylånga","Sverigedemokraterna",5.9
"0840 Mörbylånga","övriga partier",0.9
"0840 Mörbylånga","ogiltiga valsedlar",..
"0840 Mörbylånga","ej röstande",..
"0860 Hultsfred","Moderaterna",20.7
"0860 Hultsfred","Centerpartiet",11.7
"0860 Hultsfred","Folkpartiet",3.7
"0860 Hultsfred","Kristdemokraterna",8.6
"0860 Hultsfred","Miljöpartiet",4.0
"0860 Hultsfred","Socialdemokraterna",39.1
"0860 Hultsfred","Vänsterpartiet",5.4
"0860 Hultsfred","Sverigedemokraterna",6.1
"0860 Hultsfred","övriga partier",0.8
"0860 Hultsfred","ogiltiga valsedlar",..
"0860 Hultsfred","ej röstande",..
"0861 Mönsterås","Moderaterna",23.1
"0861 Mönsterås","Centerpartiet",10.4
"0861 Mönsterås","Folkpartiet",4.3
"0861 Mönsterås","Kristdemokraterna",5.6
"0861 Mönsterås","Miljöpartiet",4.4
"0861 Mönsterås","Socialdemokraterna",39.4
"0861 Mönsterås","Vänsterpartiet",5.4
"0861 Mönsterås","Sverigedemokraterna",6.6
"0861 Mönsterås","övriga partier",0.9
"0861 Mönsterås","ogiltiga valsedlar",..
"0861 Mönsterås","ej röstande",..
"0862 Emmaboda","Moderaterna",23.6
"0862 Emmaboda","Centerpartiet",11.1
"0862 Emmaboda","Folkpartiet",3.0
"0862 Emmaboda","Kristdemokraterna",5.3
"0862 Emmaboda","Miljöpartiet",4.7
"0862 Emmaboda","Socialdemokraterna",40.3
"0862 Emmaboda","Vänsterpartiet",5.2
"0862 Emmaboda","Sverigedemokraterna",5.8
"0862 Emmaboda","övriga partier",1.1
"0862 Emmaboda","ogiltiga valsedlar",..
"0862 Emmaboda","ej röstande",..
"0880 Kalmar","Moderaterna",29.7
"0880 Kalmar","Centerpartiet",6.5
"0880 Kalmar","Folkpartiet",6.2
"0880 Kalmar","Kristdemokraterna",5.5
"0880 Kalmar","Miljöpartiet",7.9
"0880 Kalmar","Socialdemokraterna",32.9
"0880 Kalmar","Vänsterpartiet",4.8
"0880 Kalmar","Sverigedemokraterna",5.4
"0880 Kalmar","övriga partier",1.1
"0880 Kalmar","ogiltiga valsedlar",..
"0880 Kalmar","ej röstande",..
"0881 Nybro","Moderaterna",24.5
"0881 Nybro","Centerpartiet",9.9
"0881 Nybro","Folkpartiet",3.6
"0881 Nybro","Kristdemokraterna",6.1
"0881 Nybro","Miljöpartiet",4.0
"0881 Nybro","Socialdemokraterna",38.6
"0881 Nybro","Vänsterpartiet",6.1
"0881 Nybro","Sverigedemokraterna",5.8
"0881 Nybro","övriga partier",1.4
"0881 Nybro","ogiltiga valsedlar",..
"0881 Nybro","ej röstande",..
"0882 Oskarshamn","Moderaterna",27.7
"0882 Oskarshamn","Centerpartiet",4.9
"0882 Oskarshamn","Folkpartiet",5.7
"0882 Oskarshamn","Kristdemokraterna",7.3
"0882 Oskarshamn","Miljöpartiet",4.2
"0882 Oskarshamn","Socialdemokraterna",37.2
"0882 Oskarshamn","Vänsterpartiet",5.7
"0882 Oskarshamn","Sverigedemokraterna",6.2
"0882 Oskarshamn","övriga partier",1.0
"0882 Oskarshamn","ogiltiga valsedlar",..
"0882 Oskarshamn","ej röstande",..
"0883 Västervik","Moderaterna",25.8
"0883 Västervik","Centerpartiet",7.3
"0883 Västervik","Folkpartiet",5.5
"0883 Västervik","Kristdemokraterna",4.7
"0883 Västervik","Miljöpartiet",5.4
"0883 Västervik","Socialdemokraterna",39.9
"0883 Västervik","Vänsterpartiet",5.1
"0883 Västervik","Sverigedemokraterna",5.2
"0883 Västervik","övriga partier",1.1
"0883 Västervik","ogiltiga valsedlar",..
"0883 Västervik","ej röstande",..
"0884 Vimmerby","Moderaterna",25.6
"0884 Vimmerby","Centerpartiet",12.4
"0884 Vimmerby","Folkpartiet",3.9
"0884 Vimmerby","Kristdemokraterna",6.3
"0884 Vimmerby","Miljöpartiet",4.6
"0884 Vimmerby","Socialdemokraterna",35.6
"0884 Vimmerby","Vänsterpartiet",4.2
"0884 Vimmerby","Sverigedemokraterna",6.3
"0884 Vimmerby","övriga partier",1.0
"0884 Vimmerby","ogiltiga valsedlar",..
"0884 Vimmerby","ej röstande",..
"0885 Borgholm","Moderaterna",31.7
"0885 Borgholm","Centerpartiet",16.8
"0885 Borgholm","Folkpartiet",5.0
"0885 Borgholm","Kristdemokraterna",7.3
"0885 Borgholm","Miljöpartiet",6.2
"0885 Borgholm","Socialdemokraterna",23.3
"0885 Borgholm","Vänsterpartiet",3.6
"0885 Borgholm","Sverigedemokraterna",5.2
"0885 Borgholm","övriga partier",1.0
"0885 Borgholm","ogiltiga valsedlar",..
"0885 Borgholm","ej röstande",..
"0980 Gotland","Moderaterna",25.2
"0980 Gotland","Centerpartiet",14.6
"0980 Gotland","Folkpartiet",4.6
"0980 Gotland","Kristdemokraterna",2.9
"0980 Gotland","Miljöpartiet",8.4
"0980 Gotland","Socialdemokraterna",33.3
"0980 Gotland","Vänsterpartiet",6.1
"0980 Gotland","Sverigedemokraterna",3.2
"0980 Gotland","övriga partier",1.7
"0980 Gotland","ogiltiga valsedlar",..
"0980 Gotland","ej röstande",..
"1060 Olofström","Moderaterna",18.9
"1060 Olofström","Centerpartiet",6.1
"1060 Olofström","Folkpartiet",3.7
"1060 Olofström","Kristdemokraterna",4.5
"1060 Olofström","Miljöpartiet",3.6
"1060 Olofström","Socialdemokraterna",47.0
"1060 Olofström","Vänsterpartiet",5.6
"1060 Olofström","Sverigedemokraterna",9.8
"1060 Olofström","övriga partier",0.8
"1060 Olofström","ogiltiga valsedlar",..
"1060 Olofström","ej röstande",..
"1080 Karlskrona","Moderaterna",28.7
"1080 Karlskrona","Centerpartiet",5.6
"1080 Karlskrona","Folkpartiet",6.5
"1080 Karlskrona","Kristdemokraterna",4.3
"1080 Karlskrona","Miljöpartiet",5.6
"1080 Karlskrona","Socialdemokraterna",35.3
"1080 Karlskrona","Vänsterpartiet",4.4
"1080 Karlskrona","Sverigedemokraterna",8.9
"1080 Karlskrona","övriga partier",0.8
"1080 Karlskrona","ogiltiga valsedlar",..
"1080 Karlskrona","ej röstande",..
"1081 Ronneby","Moderaterna",26.8
"1081 Ronneby","Centerpartiet",7.5
"1081 Ronneby","Folkpartiet",4.7
"1081 Ronneby","Kristdemokraterna",3.5
"1081 Ronneby","Miljöpartiet",5.0
"1081 Ronneby","Socialdemokraterna",34.7
"1081 Ronneby","Vänsterpartiet",5.9
"1081 Ronneby","Sverigedemokraterna",10.9
"1081 Ronneby","övriga partier",1.0
"1081 Ronneby","ogiltiga valsedlar",..
"1081 Ronneby","ej röstande",..
"1082 Karlshamn","Moderaterna",26.3
"1082 Karlshamn","Centerpartiet",5.0
"1082 Karlshamn","Folkpartiet",5.3
"1082 Karlshamn","Kristdemokraterna",3.5
"1082 Karlshamn","Miljöpartiet",6.3
"1082 Karlshamn","Socialdemokraterna",37.3
"1082 Karlshamn","Vänsterpartiet",6.1
"1082 Karlshamn","Sverigedemokraterna",9.4
"1082 Karlshamn","övriga partier",0.9
"1082 Karlshamn","ogiltiga valsedlar",..
"1082 Karlshamn","ej röstande",..
"1083 Sölvesborg","Moderaterna",31.5
"1083 Sölvesborg","Centerpartiet",4.8
"1083 Sölvesborg","Folkpartiet",4.1
"1083 Sölvesborg","Kristdemokraterna",4.0
"1083 Sölvesborg","Miljöpartiet",4.1
"1083 Sölvesborg","Socialdemokraterna",34.4
"1083 Sölvesborg","Vänsterpartiet",4.0
"1083 Sölvesborg","Sverigedemokraterna",12.2
"1083 Sölvesborg","övriga partier",0.9
"1083 Sölvesborg","ogiltiga valsedlar",..
"1083 Sölvesborg","ej röstande",..
"1214 Svalöv","Moderaterna",27.4
"1214 Svalöv","Centerpartiet",11.7
"1214 Svalöv","Folkpartiet",5.7
"1214 Svalöv","Kristdemokraterna",3.4
"1214 Svalöv","Miljöpartiet",4.8
"1214 Svalöv","Socialdemokraterna",28.9
"1214 Svalöv","Vänsterpartiet",3.5
"1214 Svalöv","Sverigedemokraterna",13.1
"1214 Svalöv","övriga partier",1.5
"1214 Svalöv","ogiltiga valsedlar",..
"1214 Svalöv","ej röstande",..
"1230 Staffanstorp","Moderaterna",42.5
"1230 Staffanstorp","Centerpartiet",5.1
"1230 Staffanstorp","Folkpartiet",8.1
"1230 Staffanstorp","Kristdemokraterna",3.8
"1230 Staffanstorp","Miljöpartiet",5.1
"1230 Staffanstorp","Socialdemokraterna",22.4
"1230 Staffanstorp","Vänsterpartiet",2.1
"1230 Staffanstorp","Sverigedemokraterna",8.7
"1230 Staffanstorp","övriga partier",2.3
"1230 Staffanstorp","ogiltiga valsedlar",..
"1230 Staffanstorp","ej röstande",..
"1231 Burlöv","Moderaterna",30.9
"1231 Burlöv","Centerpartiet",2.7
"1231 Burlöv","Folkpartiet",6.9
"1231 Burlöv","Kristdemokraterna",2.5
"1231 Burlöv","Miljöpartiet",5.3
"1231 Burlöv","Socialdemokraterna",33.6
"1231 Burlöv","Vänsterpartiet",3.8
"1231 Burlöv","Sverigedemokraterna",12.5
"1231 Burlöv","övriga partier",1.9
"1231 Burlöv","ogiltiga valsedlar",..
"1231 Burlöv","ej röstande",..
"1233 Vellinge","Moderaterna",59.1
"1233 Vellinge","Centerpartiet",4.3
"1233 Vellinge","Folkpartiet",8.7
"1233 Vellinge","Kristdemokraterna",6.2
"1233 Vellinge","Miljöpartiet",3.2
"1233 Vellinge","Socialdemokraterna",9.4
"1233 Vellinge","Vänsterpartiet",0.9
"1233 Vellinge","Sverigedemokraterna",7.0
"1233 Vellinge","övriga partier",1.4
"1233 Vellinge","ogiltiga valsedlar",..
"1233 Vellinge","ej röstande",..
"1256 Östra Göinge","Moderaterna",24.8
"1256 Östra Göinge","Centerpartiet",6.2
"1256 Östra Göinge","Folkpartiet",6.0
"1256 Östra Göinge","Kristdemokraterna",4.2
"1256 Östra Göinge","Miljöpartiet",4.3
"1256 Östra Göinge","Socialdemokraterna",36.4
"1256 Östra Göinge","Vänsterpartiet",3.5
"1256 Östra Göinge","Sverigedemokraterna",13.7
"1256 Östra Göinge","övriga partier",1.0
"1256 Östra Göinge","ogiltiga valsedlar",..
"1256 Östra Göinge","ej röstande",..
"1257 Örkelljunga","Moderaterna",29.4
"1257 Örkelljunga","Centerpartiet",6.6
"1257 Örkelljunga","Folkpartiet",5.9
"1257 Örkelljunga","Kristdemokraterna",11.5
"1257 Örkelljunga","Miljöpartiet",4.1
"1257 Örkelljunga","Socialdemokraterna",25.7
"1257 Örkelljunga","Vänsterpartiet",3.0
"1257 Örkelljunga","Sverigedemokraterna",12.4
"1257 Örkelljunga","övriga partier",1.5
"1257 Örkelljunga","ogiltiga valsedlar",..
"1257 Örkelljunga","ej röstande",..
"1260 Bjuv","Moderaterna",25.9
"1260 Bjuv","Centerpartiet",3.7
"1260 Bjuv","Folkpartiet",4.9
"1260 Bjuv","Kristdemokraterna",2.7
"1260 Bjuv","Miljöpartiet",3.5
"1260 Bjuv","Socialdemokraterna",40.6
"1260 Bjuv","Vänsterpartiet",3.2
"1260 Bjuv","Sverigedemokraterna",14.9
"1260 Bjuv","övriga partier",0.7
"1260 Bjuv","ogiltiga valsedlar",..
"1260 Bjuv","ej röstande",..
"1261 Kävlinge","Moderaterna",40.0
"1261 Kävlinge","Centerpartiet",5.3
"1261 Kävlinge","Folkpartiet",8.6
"1261 Kävlinge","Kristdemokraterna",3.6
"1261 Kävlinge","Miljöpartiet",4.7
"1261 Kävlinge","Socialdemokraterna",25.4
"1261 Kävlinge","Vänsterpartiet",2.1
"1261 Kävlinge","Sverigedemokraterna",9.1
"1261 Kävlinge","övriga partier",1.2
"1261 Kävlinge","ogiltiga valsedlar",..
"1261 Kävlinge","ej röstande",..
"1262 Lomma","Moderaterna",49.8
"1262 Lomma","Centerpartiet",5.5
"1262 Lomma","Folkpartiet",10.7
"1262 Lomma","Kristdemokraterna",5.6
"1262 Lomma","Miljöpartiet",4.9
"1262 Lomma","Socialdemokraterna",14.2
"1262 Lomma","Vänsterpartiet",1.4
"1262 Lomma","Sverigedemokraterna",5.9
"1262 Lomma","övriga partier",2.1
"1262 Lomma","ogiltiga valsedlar",..
"1262 Lomma","ej röstande",..
"1263 Svedala","Moderaterna",39.5
"1263 Svedala","Centerpartiet",4.0
"1263 Svedala","Folkpartiet",7.3
"1263 Svedala","Kristdemokraterna",3.2
"1263 Svedala","Miljöpartiet",4.6
"1263 Svedala","Socialdemokraterna",24.2
"1263 Svedala","Vänsterpartiet",2.2
"1263 Svedala","Sverigedemokraterna",13.3
"1263 Svedala","övriga partier",1.7
"1263 Svedala","ogiltiga valsedlar",..
"1263 Svedala","ej röstande",..
"1264 Skurup","Moderaterna",35.2
"1264 Skurup","Centerpartiet",7.3
"1264 Skurup","Folkpartiet",6.3
"1264 Skurup","Kristdemokraterna",2.8
"1264 Skurup","Miljöpartiet",4.2
"1264 Skurup","Socialdemokraterna",26.3
"1264 Skurup","Vänsterpartiet",2.7
"1264 Skurup","Sverigedemokraterna",13.5
"1264 Skurup","övriga partier",1.6
"1264 Skurup","ogiltiga valsedlar",..
"1264 Skurup","ej röstande",..
"1265 Sjöbo","Moderaterna",35.0
"1265 Sjöbo","Centerpartiet",8.6
"1265 Sjöbo","Folkpartiet",4.9
"1265 Sjöbo","Kristdemokraterna",3.9
"1265 Sjöbo","Miljöpartiet",4.1
"1265 Sjöbo","Socialdemokraterna",23.5
"1265 Sjöbo","Vänsterpartiet",2.9
"1265 Sjöbo","Sverigedemokraterna",15.8
"1265 Sjöbo","övriga partier",1.3
"1265 Sjöbo","ogiltiga valsedlar",..
"1265 Sjöbo","ej röstande",..
"1266 Hörby","Moderaterna",33.2
"1266 Hörby","Centerpartiet",9.8
"1266 Hörby","Folkpartiet",6.0
"1266 Hörby","Kristdemokraterna",4.2
"1266 Hörby","Miljöpartiet",4.5
"1266 Hörby","Socialdemokraterna",22.6
"1266 Hörby","Vänsterpartiet",2.6
"1266 Hörby","Sverigedemokraterna",14.0
"1266 Hörby","övriga partier",3.0
"1266 Hörby","ogiltiga valsedlar",..
"1266 Hörby","ej röstande",..
"1267 Höör","Moderaterna",34.6
"1267 Höör","Centerpartiet",6.2
"1267 Höör","Folkpartiet",7.2
"1267 Höör","Kristdemokraterna",4.6
"1267 Höör","Miljöpartiet",7.4
"1267 Höör","Socialdemokraterna",22.8
"1267 Höör","Vänsterpartiet",3.7
"1267 Höör","Sverigedemokraterna",11.5
"1267 Höör","övriga partier",1.8
"1267 Höör","ogiltiga valsedlar",..
"1267 Höör","ej röstande",..
"1270 Tomelilla","Moderaterna",31.1
"1270 Tomelilla","Centerpartiet",9.8
"1270 Tomelilla","Folkpartiet",4.5
"1270 Tomelilla","Kristdemokraterna",2.9
"1270 Tomelilla","Miljöpartiet",4.9
"1270 Tomelilla","Socialdemokraterna",28.3
"1270 Tomelilla","Vänsterpartiet",3.0
"1270 Tomelilla","Sverigedemokraterna",13.4
"1270 Tomelilla","övriga partier",2.1
"1270 Tomelilla","ogiltiga valsedlar",..
"1270 Tomelilla","ej röstande",..
"1272 Bromölla","Moderaterna",22.4
"1272 Bromölla","Centerpartiet",3.5
"1272 Bromölla","Folkpartiet",5.5
"1272 Bromölla","Kristdemokraterna",2.8
"1272 Bromölla","Miljöpartiet",3.9
"1272 Bromölla","Socialdemokraterna",41.1
"1272 Bromölla","Vänsterpartiet",4.6
"1272 Bromölla","Sverigedemokraterna",15.4
"1272 Bromölla","övriga partier",0.7
"1272 Bromölla","ogiltiga valsedlar",..
"1272 Bromölla","ej röstande",..
"1273 Osby","Moderaterna",24.5
"1273 Osby","Centerpartiet",9.1
"1273 Osby","Folkpartiet",4.7
"1273 Osby","Kristdemokraterna",5.5
"1273 Osby","Miljöpartiet",5.3
"1273 Osby","Socialdemokraterna",34.4
"1273 Osby","Vänsterpartiet",3.0
"1273 Osby","Sverigedemokraterna",12.8
"1273 Osby","övriga partier",0.6
"1273 Osby","ogiltiga valsedlar",..
"1273 Osby","ej röstande",..
"1275 Perstorp","Moderaterna",28.2
"1275 Perstorp","Centerpartiet",5.6
"1275 Perstorp","Folkpartiet",5.1
